2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
2.084651,2.045363,1.529895,0.691175,2.804373,4.747444
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
1.369422,1.367209,1.252346,0.826565,3.006677,3.794404
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
2.996818,1.241609,0.8216954,0.5846882,2.365227,4.282355
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
1.362993,1.722668,1.120942,0.8442326,2.992649,3.062193
